URL,Description,character_count,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/89-prince-st-boston-ma-02113-1j4n8gr/2g/pad,"AVAILABLE 09/01/2023 Rare 2 level duplex living in the North End! Huge 1,100 S/F apartment with 3 bedrooms and 2 FULL bathrooms spread over 2 floors. The first floor consists of an open kitchen design featuring a breakfast bar with granite counters, plenty of cabinet space and dishwasher. Also on the first floor is a large living room with exposed brick wall; a bedroom and a fully updated modern bathroom. The lower level consists of 2 more bedrooms (including 1 master bedroom) and 1 additional full bath that has been recently renovated with floor-to-ceiling Carrara marble and all new tub and fixtures. New luxury plank flooring has been installed throughout the lower level. Other unit features include hardwood floors on the upper level, high ceilings, recessed lights and built-in wall A/C unit. This apartment is unmatched at this price point given the huge amount of space, the 2 full bathrooms and the quality of renovations! -Tenant pays electric heat -Card-based laundry in the basement -Digital intercom system -One (1) cat maximum with $25.00/month additional pet rent. No dogs. Please email Ben with any questions or to schedule a viewing of the property! BenC @ Benjaminapartments . com (no spaces) Ben Carroll of Benjamin Apartments & Cityside Homes Real Estate Professional Search Boston's largest selection of apartments at benjaminapartments . com Transportation Bus: 4 Commercial St opp Hull St (0.16 mi) Bus: 92 N Washington St @ Cooper St (0.13 mi) Bus: Blue Line Shuttle Aquarium - Surface Rd @ State St (0.45 mi) Subway: Orange Line North Station (0.20 mi) Subway: Blue Line Bowdoin (0.42 mi) Ferry: Charlestown Ferry Long Wharf (South) (0.52 mi) Bus: 93 N Washington St @ Medford St (0.12 mi) Tram: C Government Center (0.44 mi) Bus: Green Line Shuttle North Station (0.21 mi) Ferry: Hingham/Hull Ferry Long Wharf (North) (0.46 mi) Bus: 354 Sudbury St @ Congress St - Haymarket Sta (0.28 mi) Tram: E North Station (0.20 mi) Rail: Haverhill Line North Station (0.31 mi) **Benjamin Apartments has access to one of the largest rental databases in the greater Boston area. Even if this particular unit is not exactly what you are looking for in a rental unit, please reach out via email with what type of unit you are looking for, and we can share what else is currently available in the area BenC @ Benjaminapartments . com (no spaces)",,"$5,095 ",3,2,1100
https://www.hotpads.com/72-gardner-st-allston-ma-02134-sm1rmn/10c/pad,"Aug 2023-Lovely 4 Bed 2 Bath. Students OK! NO FEE Fantastic four-bedroom located in a professionally-managed building on Gardner Street in Allston, just moments from the B Line at Packard's Corner, the BU West campus, and the shops and restaurants of Allston Village! Rent includes hot water, gorgeous hardwood floors, tiled eat-in kitchen with dishwasher and disposal, large sunny living room, full tiled bathroom, and four bedrooms with plenty of closet space. Two full bathrooms. Apartment is cable/Internet-ready and laundry facilities are available on site. Amazing 4 bedrooms on Gardner St conveniently located in BU West Campus and near the B line at Packard's corner. Rent includes hot water. Unit features large bedrooms, modern eat-in-kitchen with dishwasher and disposal, spacious sunny living room, gleaming hardwood floors, full tiled bathroom, and plenty of closet space. Card operated laundry in the basement.",,"$4,995 ",4,2,
https://www.hotpads.com/191-grant-ave-medford-ma-02155-us6d6w/2/pad,"This apartment is a 2nd Floor 5 room 2 Bed 1 Bath with washer dryer hookups in the pantry. The 2 bedrooms are good size with good closet space. The living room and dining room have great light. The unit includes a front and back porch both being refinished dedicated to the apartment and a shared yard space. Parking is on the street no permit required, no pets, and no smoking. The unit is heated with gas steam radiators.",,"$2,400 ",2,1,1100
https://www.hotpads.com/96-sutherland-rd-brighton-ma-02135-skmjca/15/pad,"Welcome to 96 Sutherland road in Brighton! This beautiful 2 bedroom apartment features an open concept living and dining area with a nice sized balcony. Two spacious bedrooms with large closets. The kitchen comes with stainless steel appliances along with plenty of cabinet space. The rent includes heat and hot water for free. Laundry is located in the basement of the building. Located .25 miles away from the green line and short walk to Cleveland circle. Enjoy the many restaurants the convenience of food shopping all in a close radius. Parking available for rent behind the building for $175 per month NO UNDERGRADS ALLOWED. Move in costs are: First month rent, security deposit and broker fee equivalent to one months rent. For more information or to schedule an appointment for a showing, please contact MB Realty Group today!",,"$2,400 ",2,1,735
https://www.hotpads.com/1706-commonwealth-ave-brighton-ma-02135-skh0hh/29/pad,-Heat and hot water included -Laundry in the building -Cats allowed -Easy access to the T -Clean updated bathroom -Modern eat in kitchen CALL/TEXT Jin Today! Available 24/7 City Central Realty has MANY listings with flexible move dates - and we are always available 7 days a week by appointment! Disclaimer: The rental market moves quickly; this unit may no longer be available.,,"$2,500 ",2,1,
https://www.hotpads.com/311-tappan-st-brookline-ma-02445-skf9pp/5/pad,"Very special two bedroom two bathroom condominium with off Street parking! 1356 square feet, this lovely home features high ceilings, many windows, modern kitchen, wonderful deck, two full baths, two great sized bedrooms, charming detail, and an off street parking space! Gorgeous condominium building with pristine landscaping. Heat, Hot Water, Water / Sewer included. Close to: Public transportation, several great restaurants, shops and cafes, parks, and more!",,"$4,100 ",2,2,1356
https://www.hotpads.com/349-sherman-rd-chestnut-hill-ma-02467-239vraz/2/pad,"Beautiful 1 bedroom townhome No broker fee (Paid by landlord) Washer and dryer in unit Heat, hot water, water, sewer and gas included Cat and dog friendly (40lb max) Monthly pet rent is $45 per cat and $60 per dog (max 2 per unit) *Does not come furnished Resident lounge/cafe Home office center Conference room Game room Guest suite Fitness center Fitness trail On-site shopping plaza On-site parking ($50 - $75/month) Bus: 51 Independence Dr @ Gerry Rd (0.05 mi) Bus: 37 Corey St @ Marlin Rd (0.61 mi)",,"$3,070 ",1,1,785
https://www.hotpads.com/49-oakland-st-malden-ma-02148-1j4wgn8/1/pad,"Clean and fresh one PLUS bedroom unit in a wonderful Malden location close to Medford. This first floor unit has just been painted and the hardwood flooring has been refinished. It features a spacious bedroom and closet along with a bonus room that can be used as a guest room or office. The sizable kitchen offers gas cooking, a dishwasher, and lots of cabinet space. Some storage space may be available and there is laundry in the basement that can be used by the tenant. This is an ideal location for both public transportation or commuting to the city by car. Unit is ready for occupancy for October 1st! Schedule a showing today.",,"$2,100 ",1,1,901
https://www.hotpads.com/77-eliot-st-chestnut-hill-ma-02467-uurxzm/pad,"Available September 1st! Rare opportunity to rent a gorgeous, turn key single family home in Brookline. This modern & updated home boasts central air, high ceilings, hardwood floors, 3 large bedrooms, 3 full baths, and garage parking, as well as a gas fireplace and fully finished basement which can be used as a 4th bedroom. This homes features: - Over 2,100 sqft of living space - Modern, Open Concept Living room & dining room / kitchen - Central AC + Heat - Granite countertops with Island - Stainless steel appliances - Master bathroom has steam room - Finished basement with private bathroom, serves as 4th bedroom - Sitters Closet - Mudroom - Ample closet space throughout - Outdoor space perfect for grilling and entertaining; Very easy to maintain - Impressive, spacious bedrooms A+ location, across the street from the Heath School and a few parks. House is walking distance to the Green Line, Washington Square and all that Brookline has to offer! Call today to schedule your private showing. Pet Friendly. *VIRTUAL TOUR AVAILABLE*",,"$6,200 ",3,3,2118
https://www.hotpads.com/216-banks-st-cambridge-ma-02138-skeqa4/b1/pad,"1 badroom 1 Bathrooms Parking: Street Parking Utilities: tenant pays. Realtor Fee: Applicant Pays fee equal to 1 month rent Laundry: Coin-op in basement Level: garden/Basement level. Availability: September 1. Cozy 1 bedroom apartment located in Cambridge port neighborhood and only a 12- minute walk to Central Square and 12- minute walk to Harvard Square. Apartment is on the garden level. Features Include: Hard wood floors through out, nice kitchen, coin-op laundry in the basement, gas stove and a fridge.",,"$2,350 ",1,1,800
https://www.hotpads.com/258-everett-st-boston-ma-02128-skwzhn/1/pad,"Newly renovated in 2019, this parlor garden duplex is situated on a quiet tree-lined street centrally located in the heart of East Boston, Jeffries Point. The first level features a well equipped kitchen with quartz counter tops, stainless steel appliances, living room, full bathroom, queen size bedroom and office nook. The lower level offers the primary bedroom with on-suite bathroom, full stack washer dryer, and access to the 600sf+ private patio! The property's prime location in East Boston grants residents easy access to an array of local amenities and attractions. Enjoy the numerous nearby parks and waterfront, savor delicious dining experiences at local restaurants, or explore the vibrant cultural scene that East Boston has to offer. Commuting is a breeze with convenient access to several major highways, public transportation, and Logan International Airport.",,"$3,200 ",2,2,905
https://www.hotpads.com/22-mount-vernon-st-boston-ma-02108-tnu7vp/pad,"Available September 1. Washer dryer in unit. Elevator building. Spectacular views from this 1.5 bedroom unit on the top floor . All renovated kitchen and bathroom, bathroom with frameless glass walk in shower. Kitchen with new cabinets. Stainless appliances. Lots of charm walk score 98%. Green and red line 5 min walk max. Financial district 10 min walk. Please call or text Connie r.e. at # below and I will return text or call immediately upon receipt .",,"$3,500 ",1,1,600
https://www.hotpads.com/406-fuller-st-newton-ma-02465-1j57r2z/1/pad,"This firsr floor West Newton 3 bed 2 full bath apartment is under a complete gut renovation. The 2 fam bldg is conveniently located off Comm Ave, next to Braeburn Country Club, West Newton shops, with easy access to the D line T and the Mass Pike. The combination living and dining will feature beautiful hardwood flooring, a modern open floor plan, and large windows allowing for natural sunlight to pour in at all hours of the day. The kitchen will have all of the expected high end finishes with stainless steel appliances and stunning marble countertops. Central A/C and gas heating cool and warm the apartment. There's also a private deck. There are two parking spaces included, 1 garaged, 1 outdoor. W/D are in the unit. Truly rare and stunning apartment!",,"$4,700 ",3,2,
https://www.hotpads.com/boston-ma-02115-skem9j/22/pad-for-sublet,"one bedroom furnished apt Granite counters, stainless steel appliances",,"$4,200 ",1,1,400
https://www.hotpads.com/205-ferry-st-everett-ma-02149-skugu0/pad,"One bedroom condo/apartment with in unit washer/dryer, parking within building along with storage area",,"$2,000 ",1,1,540
https://www.hotpads.com/3531-washington-st-boston-ma-02130-1u3jrs0/322c/pad,"Fantastic opportunity to rent this modern 2 bed, 2 bath unit in JP's premier lifestyle condo building. VITA is a 2020 new construction building featuring a 7 day a week concierge, roof deck with grilling areas, resident lounge, indoor bike racks, heated garage parking, an onsite Planet Fitness, Third Cliff Cafe & more! The unit comes equipped with central AC with hydro air system & dual heating system, bedrooms have 7ft double laminated windows for quiet comfort and large en suite bathrooms with storage. Additional features include a large walkthrough closet, plenty of storage, hardwood floors throughout, double vanity in the primary bathroom, quartz countertops, abundant natural light and new appliances & washer/dryer. You'll be a 5 minute walk from the Forest Hills and Green St. stops on the orange line & 10-15 minutes from downtown Boston on the commuter rail. Enjoy walking in one of the many parks just steps from your door or watching the sunset from your personal balcony!",,"$3,800 ",2,2,1224
https://www.hotpads.com/112-adams-st-dorchester-ma-02122-1j4q0b9/1r/pad,"Recently renovated building, intercom in building 1 off street parking coin op laundry in common area, gleaming hardwood floors stainless steel appliances granite counter tops must see apt, close to red line",,"$2,650 ",2,1,700
https://www.hotpads.com/280-hyde-park-ave-boston-ma-02130-1j4ryf9/6/pad,,,"$2,600 ",2,1,800
https://www.hotpads.com/841-dorchester-ave-boston-ma-02125-1j4qty6/2/pad,"Make this beautiful place your new home! Featuring brand new renovations: bright eat in kitchen with stainless steel appliances, granite counters, corner sink and modern cabinets. European style bathroom with ceramic tiles. Two spacious bedrooms with good size closets. Sunny living room. Hardwood floors throughout. Central heat and A/C - brand new , energy efficient systems! Super convenient location: in the very heart of Polish Triangle, steps from Sugar Bowl, New Store on the Block and just 3 min walk to red line T stop (JFK/UMASS). Beach is also walking distance from here, as well as supermarket and many bars and restaurants! Private laundry hook-up in basement (may use existing machines but landlord is not responsible for their maintenance) This is a must see",,"$2,700 ",2,1,
https://www.hotpads.com/chelsea-ma-02150-1u8u2vd/pad,"Spacious and sundrenched two story, two bedroom, two bath townhouse (1300 SF) located on a quiet residential street in the Prattville section of Chelsea on the Everett/Revere Line. The entire townhouse was completely renovated this month to include new energy efficient windows and doors and a high efficiency gas heating system. Additionally, all rooms have newly installed hardwood floors throughout, built in air conditioning and high ceilings. The open concept first floor features a large living room with additional oversized closet space along with a bathroom. The large EIK has brand new custom cabinets and new full size SS appliances (fridge, microwave, stove, dishwasher and disposal), solid granite countertops and a center island that can accommodate three stools. The kitchen also has a dedicated area for an oversized dining table as well. Just off the kitchen is newly installed sliding doors to a large deck perfect for a grill and alfresco dining. The second floor features two oversized bedrooms each with built in air conditioners, dual sets of closets and a brand new full tile bath with a full glass tub enclosure. Ample basement storage with washer/dryer hookups. Move in condition, available September 1st. Rent is $2800 per month plus utilities ~ gas heat/hot water, electricity. First and security required. No smokers, no pets. If interested or have any questions, please email. Credit, reference, employment, past eviction and criminal background checks will be required; no exceptions. All applicants must have verifiable income. PLEASE READ: To save your valuable time and mine, please take a moment and include the following basic information when responding. To avoid scammers, we will not respond to one line emails or emails that do not contain the information below. Name: Reason for Moving: Number of People and Relationship to you: What is/are your occupation(s)?: Intended lease term: (How long do you want to rent for?): Occupancy Date: Only serious inquiries will receive a response.",,"$2,800 ",2,1.5,1300
https://www.hotpads.com/366-crescent-st-waltham-ma-02453-1j56x5u/1rb/pad-for-sublet,"Private bedroom for rent in 2 bedroom and two full bathrooms! Newly updated Kitchen features a dishwasher and granite counters with stainless steel appliances. Two floors of living area with massive living area downstairs! Off street parking is free. coin laundry in the building. See exact photos attached! This is a bargain price in a great part of South Waltham, near the downtown Moody st area with shops, restaurants, bars, and more nearby! Walk to the river walk on the Charles or the watch tower! Express buses MBTA and Commuter rail nearby and easy drive to downtown Boston via MA Pike. To request a viewing:",,"$1,150 ",2,2,
https://www.hotpads.com/14-cumberland-st-boston-ma-02115-skeq9c/3/pad,"Great 1 bed apartment located in Back Bay! This apartment offers lots of convenience and easy to get to Longwood, Northeastern, Wentworth, MCPHS, Mass Art, BMC, MGH and many other colleges & destinations in the city. Enjoy having countless options for food, coffee, shopping, groceries, nightlife, and convenience in walking distance, with plenty of public transportation options as well. * Hardwood floors * Updated kitchen with dishwasher * Laundry in building * Updated bathroom This well-lit apartment offers a comfortable layout and great storage. There are hardwood floors throughout, updated kitchen, and Laundry is also in the building.",,"$2,600 ",1,1,350
https://www.hotpads.com/400-stuart-st-boston-ma-02116-skf4un/5-id458/pad-corporate-housing,"We offer custom pricing for any duration. Rates may vary upon exact move in and move out dates. The rate for this home starts at $4,260* / mo. Please visit our website and enter your dates of stay to see up-to-date pricing for your specific booking. *Price quoted is: (1) based on moving in the first day the unit becomes available, (2) applicable only if billed upfront; can be higher if billed in multiple payments, (3) exclusive of any taxes or utilities. Feel at home wherever you choose to live with Blueground. You'll love this stylish Back Bay furnished studio apartment with its modern decor, fully equipped kitchen, and lovely living room with great views. Ideally located, you're close to all the best that Boston has to offer! (ID #BOS458) Designed with you in mind Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you'll find inside this studio apartment. Ideally located in Boston, you'll find a lot to love outside as well. When you're ready to relax, you'll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living. This apartment also offers in-apartment laundry. Sleeping Arrangements - Queen Bed, 63in/160cm Amenities Building amenities unique to this studio include an on-site: - Doorman - Dryer - Elevator - Gym - Washing machine - Lounge - Pets allowed - Playroom Arrival and ongoing support The entire apartment is yours to enjoy! You'll either be personally greeted by a Blueground team member or given self check-in instructions. Throughout your stay, you'll have access to our Client Experience team through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps. We'll share all details upon confirmation of your stay. Ideally Located This furnished apartment is situated in Back Bay in the heart of Boston, proximate to Charles River, Public Garden, and Boston Common. The neighborhood stands out through the combination of options it offers. Housing many of the cities most well-known office towers, it also offers a wide variety of shopping and dining options. During weekends, established professionals and graduate students, living in the area, head to Newbury Street for upscale shopping and a stroll along the Commonwealth Avenue Mall. The neighborhood is ideal for active, outdoor lovers, as it is only minutes away from the Esplanade and offers ample green space for jogging and biking. North and South Stations are easily accessible by car and public transit, as is the financial district. Other things to note Building amenities may have an extra cost. This Blueground apartment has flexible lease options, allowing you to book it for one month, a year, or more. Pets are welcome, though weight limits and breed restrictions apply and may incur fees.",,"$4,630 ",Studio,1,700
https://www.hotpads.com/79-cottage-st-east-boston-ma-02128-1j4rhuq/2/pad,"This 1 bedroom unit is located just a couple blocks from the East Boston Waterfront, Piers Park, Downeast Brewery, K.O Pies, and more. Close-by Maverick Square train station. Easy commute to Suffolk University, Government Center, Financial district North End or Beacon Hill. Cats OK for an additional $150 per month. Dogs are considered on a case by case basis for an additional $200 per month. Security deposit negotiable.",,"$2,050 ",1,1,99
https://www.hotpads.com/12-14-fountain-st-medford-ma-02155-1zftm2t/1/pad,"Gorgeous 2 bedroom 1 bathroom. Beautiful hardwood floors, granite countertops with tile backsplash and stainless appliances. Back porch and fenced yard. 1 of street parking space. Laundry on property. Close to 93 and walking distance to bus stop.",,"$2,600 ",2,1,1000
https://www.hotpads.com/14-cottage-st-cambridge-ma-02139-1j4uwaa/3/pad,"AVAILABLE MID-AUGUST OR SEPTEMBER 1ST. Stunning 3 bedroom 2 bathroom penthouse condo just two blocks from vibrant Central Square, next to the red line, restaurants, shops and nightlife, with ease of access to Harvard Sq, Kendall Sq and MIT! Renovated in 2005, the unit opens to the living and dining space with bay window, high ceilings and abundant natural light. A hall leads to the 3 bedrooms and 2 full bathrooms, including a primary bedroom suite with private bathroom and walk in closet. The kitchen is completed with maple cabinets, black granite counters, stainless-steel appliances and in-unit laundry. Rental includes coveted off-street parking space and Central AC.",,"$5,500 ",3,2,1700
https://www.hotpads.com/37-waterhouse-st-somerville-ma-02144-spsdvn/2/pad,"Quality and clean 2+ Bed, 1 Bath apartment. Second floor unit in a three-family house. Well polished hardwood floors, nice storage, and fixed up eat in kitchen with refrigerator and stove. Located in the Teele Square Area of Somerville. Great front and back porches and 15 minutes to the T. (Reference #134444)",,"$3,000 ",2,1,
https://www.hotpads.com/84-myrtle-st-boston-ma-02114-tu9hgj/2/pad,"A charming and elegant residence nestled in a peaceful neighborhood. This beautiful home offers a perfect blend of modern convenience and classic architecture, making it an ideal choice for comfortable living. Gleaming hardwood floors stretch across the main living areas, offering both beauty and easy maintenance. The spacious living room is bathed in natural light, creating an airy ambiance that is perfect for entertaining guests or enjoying quiet family time. Nestled on Myrtle Street, this property offers the best of both worlds - tranquility and convenience. Situated in a family-friendly neighborhood, you'll find easy access to parks, schools, and essential amenities. Additionally, the proximity to major roadways ensures effortless commuting to nearby commercial centers and cultural attractions.",,"$3,050 ",1,1,500
https://www.hotpads.com/21-woodward-st-newton-highlands-ma-02461-usdmjm/2/pad-for-sublet,"Nice Corner Apartment with several windows, hardwood floors, heating, desktop, and closet. The apartment is a 4-minute walk from the Green Line, easily accessible to CVS, Dunkin, and plenty of shops nearby (TJ-Maxx, Dave's Chicken, Etc.). The apartment is shared between 4 roommates, one room has a personal bath, and the other bathroom is shared between 3 roommates. The Living Room has a couch, a set of chairs, and books for amusement. The Kitchen includes a standard issue, stove-top, oven, microwave, and refrigerator. The Bathroom includes a standard issue, toilet, sink, and shower-bath. Extra furnishing (for a small charge): Bed Frame (with mattress optional), A-C unit, Shelving unit, and Drying Rack. The roommates are currently 2 males, with no gender preferences for roommate.",,$975 ,4,2,124
https://www.hotpads.com/333-dorchester-st-south-boston-ma-02127-1j4r581/2/pad,"Available September 1st! Spacious and bright duplex apartment! This amazing space has approximately 1,200 sqft, and 4 good size bedrooms. Second floor is a mix of hardwood and tile. Each bedroom is approximately 14x14. This unit features a spacious eat in kitchen, in-unit laundry, and a private deck, in a gated yard. Steps to the red line at Andrew Square, close to multiple universities, the financial district, the Moakley public park, the beach, and on the #10 bus route to Back Bay. Minutes from East Broadway and myriad restaurants and shops. Don't miss out!",,"$4,000 ",4,1,1200
https://www.hotpads.com/109-charles-st-boston-ma-02114-skeq3d/1/pad,"Exquisite Charles Street studio in upgraded multifamily portfolio set on top of one of Boston's most quintessential streets. Find yourself immersed in Charles street's high fashion, mouthwatering delicatessens, and modern shops. This front facing view offers a tranquil living experience with low noise exposure. Spacious kitchen with high quality wood cabinets and a bathroom full of storage options. Hardwood flooring throughout, decorative fireplace and ample built-in storage. Professionally managed property with Butterfly entry system which promotes security and ease of access for residents. Just a couple of blocks from the Boston Common, Public Garden, Esplanade, The Charles as well as Green, Red, and Blue line T access. No undergrads, pets considered case by case. Photos are of similar unit. Kitchen peninsula is not present and overall finishes are different.",,"$2,500 ",Studio,1,400
https://www.hotpads.com/139-salem-st-boston-ma-02113-skhde3/1/pad,"GENEROUSLY-SIZED 1 bed/1 bath apartment on Salem Street in Boston's historic North End! This unit spans across two levels and features granite countertops, breakfast bar, updated appliances hardwood floors, exposed brick in the living room area, a massive bedroom, and much, much more HEAT AND HOT WATER INCLUDED IN RENT Just steps out your door to the Old North Church, all MBTA Lines, the TD Garden, Boston Harbor and all the North End has to offer! To view, call/ text Sandra. Greenway Realty Group 169 Salem Street Boston, MA 02113",,"$2,600 ",1,1,
https://www.hotpads.com/chelsea-ma-02150-spm4v1/pad,"This newly renovated brand new apartment is in the perfect location very close to schools, parks, restaurants, coffee shops and public transport providing easy access into Boston in minutes. This apartment has a lot to offer and includes an eat-in kitchen, refrigerator, dishwasher, washer and dryer in unit and off street parking.",,,,,
https://www.hotpads.com/248-princeton-st-boston-ma-02128-1j4rdp2/2/pad,"Landlord will pay half the brokers fee! Available September 1st.This sunny, newly renovated floor through two bedroom offers an open floor plan, a fully applianced kitchen, SS appliances, hardwood floors along with two equal size bedrooms. Separate sunroom that can be used as a flex room. Washer/dryer in basement, extra storage and shared backyard complete this home. Pets welcome. Close to MBTA and all East Boston has to offer.",,"$2,650 ",2,1,900
https://www.hotpads.com/1568-tremont-st-mission-hill-ma-02120-tq6tdh/2p/pad,"Great 2 bedroom, 1 bathroom available 9/1/23, washer and dryer in unit, parking available for rent, eat in kitchen, dishwasher (RLNE8154727)",,"$4,500 ",3,1,
https://www.hotpads.com/46-clarendon-st-boston-ma-02116-1j4p1y2/1/pad,"Situated in prime South End Location on the corner of Clarendon St and Appleton St, this almost 1250 s.f. corner duplex 3-bed/3-bath also boasts a giant out door private terrace off the living room. Recent high quality renovations include pristine hardwood floors, a brand new custom granite/stainless separate kitchen and three new high-end bathrooms. Two top floor master bedrooms are flooded with sun light and also have electric fire places. Third bedroom and living room have incredible corner exposure. All three bedrooms have generous closet space. In unit laundry. The unit also has central heat and AC",,"$7,300 ",3,3,1250
https://www.hotpads.com/83-leyden-st-boston-ma-02128-wd50j8/1/pad,"Brand new listing in Orient Heights. Look no further! New renovations include kitchen with stainless steel appliances and custom cabinets, new bathroom with granite vanity, refinished Hardwood floors, new light fixtures, private deck, and freshly painted! This house is one of the nicest in the neighborhood and is literally a 5 minute walk to the Orient Heights Blue Line T. Once on the train it's about a 15 minute ride to downtown Boston. Did I mention in-suite laundry and your own private deck with distant views? Applicants to pay first month's rent, security deposit and broker fee. Available NOW.",,"$2,450 ",2,1,800
https://www.hotpads.com/110-gerry-rd-brookline-ma-02467-1j57v5k/1/pad,"1 bed, 1 bath available now including quartz kitchen countertops, stainless steel appliances, recessed lighting, central air and in-unit washer and dryer!",,"$3,315 ",1,1,826
https://www.hotpads.com/220-tremont-st-newton-ma-02458-usgkzf/1/pad,"$4600/ 3br - 1350ft2 Luxury/ Ultra-Modern, Completely Renovated, Privately Owned 3BR Apartment in a Multifamily House Close to Downtown, Boston College and I-90 Highway, No Broker Fees, Flex Move Date! (Newton) Location: 220 Tremont St., Newton Rent: $4600/ Month (1 parking space included in the rent and multiple free street parking spots) Broker Fee: No Fees Available Date: September 1, 2023 Beds: 3 (2 large bedrooms and 1 smaller bedroom) Baths: 1 Storage: 1 Storage space in the basement (~30-40 SQF) Pets: No Features: Fully Renovated, Brand New Apt, MiniSplit A/C, Dishwasher, Disposal, Quartz Counter Tops, Hardwood Floors, Laundry in Unit, Microwave, Modern Kitchen, New Appliances, On-Site Super, Unfurnished, Parking. Included: Water, Trash Removal, Sewage and Stainless Steel Appliance(s) ** AVAILABLE FOR A MOVE IN SEPTEMBER 1st ** If you're considering a luxury rental, look no further! Unlike many of the rental buildings in the area, this unit is a privately owned apartment with an exclusive feel. The unit is currently fully renovated and will be available on September 1st. The attached pictures are 3D modeled of the final finish. Potential renters are welcomed to check the actual unit by August 16th. Walking distance to Boston College, Brighton and Watertown Downtown, Parks and Restaurants. Bus Stop is 1 Min away (literally in front of the house next door) 1 Minute Away from I-90 Highway. The house apartments are designer inspired and richly appointed. Natural textures and colors throughout offer a warm contrast to stainless appliances, quartz countertops, and the crisp, minimalist lines of the kitchen. Available September 1st with some flexibility, no pets please. ** ONE GARAGE PARKING SPACE INCLUDED WITH THIS UNIT **",,"$4,600 ",3,1,1350
https://www.hotpads.com/37-h-st-boston-ma-02127-wdqx5u/301/pad,"H Street is the place to be on 9/1/23! Starting with a white Shaker Cabinet Kitchen Stunning Granite/Stainless Appliances/ Open Layout Living Area/ Large King Size Master with en suite Walk in Closet/ Queen Sized Second Bedroom /Double Sized 3rd Bed/Tiled Shower Bath/COMPLIMENTARY: WIFI/LAUNDRY/SEASONAL USE OF ROOF DECK. Close to All that Amazing So Boston Offers ... The Pubs, Shops, Castle Island, Beach, Seaport!!",,"$4,500 ",3,2,1400
https://www.hotpads.com/10-orleans-st-east-boston-ma-02128-sqaa2y/206/pad,,,"$3,200 ",2,2,1083
https://www.hotpads.com/medford-ma-02155-1j4xvcb/2/pad,"Spacious and unique 3BD/2BA in Medford!! Available 9/1 or sooner!! This airy and bright 3BD/2BA sits on the upper most levels of a beautifully renovated converted old Victorian house. The apartment boasts gleaming hardwood floors, a gorgeous interior window and glass french door that separate the entry way from the apartment, a newly renovated kitchen with plentiful grey shaker cabinets, white marble counter tops, is fully equipped with stainless steel appliances including a double door bottom freezer large refrigerator, dishwasher, over the range microwave, and a glass top electric range (coming soon), recessed lighting with dimmer switches and automatic sensors, on the main level are three large bedrooms each with big closets , plus a bonus room also with a big closet, full bath with tub (will be re-glazed white), upstairs you'll find a gigantic open living room, or giant master bedroom recessed lighting, lots of windows and another full bath, this one with stand up shower and beautiful tile work, 3 extra large storage spaces each with a light and even one with a window! 2 car tandem parking in the driveway or non-permit parking in the street, Shared backyard and patio, No pets No utilities Dedicated free laundry in basement Available 09/01/2023 or sooner!!",,"$3,200 ",3,2,9999
https://www.hotpads.com/somerville-ma-02145-1j4w33v/21/pad,"1 Bed apartment with Gleaming Hardwood Floors, New Stainless Steel Appliances, Granite Counter Tops, Dishwasher, Newly Renovated Bathroom, one with Bath Tub and another one with Shower. Huge living room with plenty of windows and great view of the Boston and neighboring cities. Balcony of the Living room. Open floor plan with exposed brick in the Kitchen. 1 Off Street Parking is included. Cats are accepted. The move-in cost is low, only First Month, Last Month, application and 1 Month Brokers Fees. Beautiful Apartment to call you home. Hurry, Won't Last!! Disclaimer: Picture/video are of a similar unit in the building.",,"$2,500 ",1,1,650
https://www.hotpads.com/25-lambert-st-medford-ma-02155-skhk2g/2/pad,"Great opportunity for an updated apartment in a great location. Easy access to route 93 and steps from bus routes taking you to Sullivan Square or Malden Center. Walking distance to restaurants, grocery stores, and Medford Center. This 2 bedroom one bath apartment has been freshly painted and features new kitchen cabinets and countertop. The entire second floor apartment has gleaming hardwood floors throughout. The apartment features a front facing living room, dining room, updated kitchen, and two equal size bedrooms. The top floor unit also has front and back porches with access to the shared yard. A dog will be considered with strong references. Plenty of street parking in the neighborhood. Tenant is responsible for heat (gas ), hot water, and electricity. Dryer is in the unit. Tenant to bring their own washer.",,"$2,400 ",2,1,950
https://www.hotpads.com/1700-1750-washington-st-boston-ma-02118-238g8yg/pad,"CLOSE TO Boston University Medical Campus Northeastern University Tufts Medical Center MBTA Station Massachusetts Avenue, Orange line AVAILABLE 8/1/2023 LOCATION Close to Newbury Street, Prudential Center, Symphony Hall, SoWa Open Market, shops, restaurants, cafes, bakeries, banks, gyms and pharmacies APARTMENT FEATURES 2 Bedroom / 1 Bath Hardwood floor throughout FREE Laundry in the building Big windows Natural Light Exposed Brick Wall Recessed lights Updated Kitchen Modern Bathroom Decorative Fireplace",,"$3,400 ",2,1,
