URL,Beds,Baths,Description,fee?
https://www.hotpads.com/77-winchester-st-medford-ma-02155-1j4y50s/pad-for-sublet,1,1,"room #1: $1,200.00 room #2: $1,200.00 room #3: $1,100.00 room #4: $1,200.00 room #5: $1,200.00 $1,100/month for a room in this beautiful 5 bedroom with 2 bathroom apartment. rooms that are $1,100 and $1,200 rooms available starting september 1, 2023 no broker fee no application fee a quick walk to green line (ball square and tufts station) and 14-minute walk to the davis square [red t] stop. * no pets. * 1 person per room this is a high end renovation. all rooms are large. bathrooms and kitchens are very modern finishes. walking distance to tufts university and less than 15 minutes walk to davis sq! close to good restaurants and shops in the area. brazillian tiger wood floors, quartz counters, stainless steel appliances, tile baths central a/c, and large deck this third floor unit. with the skylights, it makes you feel like you live in the clouds with it's 6 skylights in the kitchen and living room. laundry: in bldg, coin-op. no pets only 1 person per room",no
https://www.hotpads.com/265-e-cottage-st-boston-ma-02125-ustdwd/2/pad-for-sublet,1,2,"room for rent this is a room for rent in a 4 bed 2 bath apartment located close jfk train station. large apartment with updated kitchen, 2 full bathrooms, laundry in unit. rooms available on first come first serve basis. first and security. no broker fee",no
https://www.hotpads.com/49-sherman-rd-chestnut-hill-ma-02467-sken77/pad,1,1.5,"townhomes limited time 1 month free rent promo. inquire for further details. luxurious townhome apartments. no broker fee. multiple layouts: open concept, standard/deluxe size units, berklee/arlington styles, inquire for more details! proximity and attendance to top rated schools: -public school: edith c. baker school. kindergarten to 8th grade. transition to brookline highschool. -private school: brimmer and may school. townhome residence features open-concept 1st floor recessed lighting private entrance courtyard / woodland views wall to wall hardwood floors laundry in unit central a/c off street parking ground floor patio modern gourmet kitchen custom kitchen maple cabinets & closet organizer systems kitchen island / breakfast bar dishwasher disposal water filtration system granite countertops microwave modern bathrooms first floor half bath carrera marble bathroom counters & tile floors on site management resident events guest suites fitness center fitness trail pet friendly residential business center with free wifi private shuttle to t stop on-site bus stops zip cars brand new state-of-the art clubhouse state of the art 3-story complex over 21,000 sqft outdoor pool multiple resident lounge areas resident business center with private offices fitness center entertainment suite internet cafe additional outdoor and garaged parking spots new recycling center",no
https://www.hotpads.com/81-robbins-st-waltham-ma-02453-1j5704j/1/pad,1,1,"beautiful 1 bed on robbins street with carpet, loads of natural lighting, dishwasher in the kitchen, no brokers fee, heat, and hot water included in the rent, 630 square feet, laundry in the building, cats allowed but no dogs or caged animals, street parking or off-street parking available for rent, students ok, available 10/1 the fastest way to reach me is through a phone call!",no
https://www.hotpads.com/122-sutherland-rd-boston-ma-02135-skmf8s/k/pad,1,1,"lavish 1 bed on sutherland road with hardwood floors, recently renovated kitchen and bathroom, eat in kitchen with a dishwasher, no brokers fee, heat and hot water included in the rent, laundry on site, cats allowed but no dogs or caged animals unless an esa or service animal, street parking available, grad students ok, near green line, available 9/1 the fastest way to reach me is through a phone call!",no
https://www.hotpads.com/97-sherman-rd-chestnut-hill-ma-02467-skfgzx/1/pad,1,1.5,"no brokers fee! ask for the special details* market monthly rent $3,210 with 2 free months free special amortized through a 12 month lease with full last month upfront, $50 lock key fee. monthly rent becomes $2,627 this beautiful renovated townhouse apartment features 2 floors for privacy quartz countertops with inlay sink, stainless steel appliances dishwasher, oven, fridge, nice hard wood flooring throughout. recessed lighting,closet has motion sensor lighting with organizers, tiled baths and big windows to allow nature light! tall ceilings washer/dryer in unit central air a/c access with membership fee to a state of the art fitness center and pool! shuttle service to local t-station. garage parking available at a fee* pet friendly with weight and breed restrictions may apply with a pet fee monthly*",no
https://www.hotpads.com/107-gore-st-cambridge-ma-02141-skfgwb/11/pad,1,1,"no broker free! 1 bedroom condo located in cambridge, steps away from the lechmere station and perfectly situated near mit and harvard. this top floor 1 bedroom walk-up has skylights that bring in incredible natural lighting. it has central ac and an in-unit full size washer and dryer. if desired, apartment can be provided fully furnished for additional fee.",no
https://www.hotpads.com/108-prospect-st-somerville-ma-02143-spm5ph/1l/pad,1,1,"no fees - amazing location !! beautiful 2 bedroom apartment located steps to inman sq. steps to union sq and the green line! walk to central in about 12 minutes lots of light! awesome back porch & yard- one parking space included int he rent int he driveway the apt itself includes hardwood floors, white walls, replacement windows, laundry in the basement, a dishwasher, and a back porch. there is also one parking space included in the rent! the apartment also has a bonus room! the yard is charming with a grapevine (functional!) and the apt is just steps to christina's ice cream and all star sandwich, and of course, the s&s! all that is required to sign a lease is a completed rental application and your last month's rent. there are no other fees or deposits. please email me for showings well maintained 6 family house with parking. steps to christina's ice cream, the druid, bukowski, and union sq as well!",no
https://www.hotpads.com/3-repton-cir-watertown-ma-02472-tqb9ww/3406/pad,1,1,"no realtor/ agent fee! highly sought-after 1 bed unit at repton place. outdoor pool, gym, game room with pool table and recreational area (bbq) available. open concept kitchen with bar stool seating, dining area and living space. sliders off of the living space opening to your private balcony. tall ceilings and lots of windows to ensure plenty of natural light. large bedroom with walk-in closet. central ac, laundry in unit + 1x reserved parking off street. water usage included in rent. prime watertown location close to public transport and highway access.",no
https://www.hotpads.com/66-woodstock-ave-boston-ma-02135-wdmb67/12/pad,1,1,"aug 2023-awesome 1 bed in brighton. no fee . easy mbta, students ok",no
https://www.hotpads.com/newton-ma-02458-1n5s8h3/b/pad,1,1,"available september 1st. 1 bedroom apartment available now. ideal for one person. included in the rent is heat, electricity, water/sewer and 1 off street parking space. lower level unit consisting of 1 bedroom, 1 full bathroom, kitchen, living room and small office area. no outside space. no pets and no smoking. washer and dryer in the unit. kitchen includes stove and fridge. short walk to newton corner for bus and not far from train. no fee. first, last and security required. complete landlord rental application and full credit report required. please do not walk on the property without first contacting me. thank you!",no
https://www.hotpads.com/medford-ma-02155-w1xza6/pad,1,1,"pool, movie theater, fitness center, no fee",no
https://www.hotpads.com/13-spalding-st-jamaica-plain-ma-02130-1j4rumn/2/pad-for-sublet,1,2,"young professionals and grad students. virtual tour below: https www youtubecomwatch?v=czx78qu1ags&feature=youtu be jamaica plain, boston free in unit laundry, no fee free parking free storage in unit laundry! 5 minute walk to orange line (train) stunning 4 bed/2 bath apartment. spacious rooms available in a luxurious 4 bedroom apartment in the fabulous, prime jamaica location - steps to orange line, no. 38 and 39 bus, grocery stores, restaurants, and all the hustle-bustle of the jp main centre street! everything is new: spacious rooms, entertaining open layout, new central a/c, new in-unit washer/dryer, hardwood floors; two new full baths and a beautifully equipped, eat-in kitchen with new cabinets and granite counter tops, plus all new stainless steel appliances; all new windows, newly painted walls, stairs and big porch in the back, free street parking. private and green, and yet close to everything: steps to southwest corridor park (0.1 miles), arnold arboretum (0.7miles) and the beautiful jamaica plain pond (0.8 miles); orange line t station (0.2 miles) and #37/38/39 bus (less than 0.1 miles), which runs every few minutes; and restaurants and fast food (0.3-0.6 miles), and grocery stores (0.5 miles). easy access to - longwood medical area (3.4 miles), beth israel, harvard medical school - downtown boston, back bay, copley square, prudential center, fenway park, storrow drive, south station, logan airport walking distance to orange line t stations which bring you to - northeastern university, - back bay",no
https://www.hotpads.com/383-dorchester-st-boston-ma-02127-st03s5/a9/pad,1,1,"1b loft apt. in southie. no broker's fee this cozy 1b apt. is a loft-style apartment. kitchen features granite countertops and stainless steel appliances: full refrigerator, stove with oven, and a dishwasher. hardwood floors in the living room, carpet in the bedroom. located just around the corner from t (red line) with a few minutes to downtown. plenty of buses to use. close to south bay mall area and its amenities: grocery stores, amc theater, restaurants and shops! walking distance to joe moakley park and carson beach, and southie bars. central heat and air conditioning. laundromat/dry cleaners on premises. convenient to all major routes. no utilities included. the address is 385 dorchester st. just first and last month required to move in. a truly must see. schedule a showing now.",no
https://www.hotpads.com/86-88-brighton-ave-boston-ma-02134-239pn7s/pad,1,1,"beautiful/renovated 1 bedroom 1 bathroom apartment located in the great area of packard's corner of allston, short walking distance to harvard ave t stop. unit features gleaming hardwood flooring, finished walls, high ceilings, big windows for plenty of natural sunlight, laundry in unit, updated kitchen, dishwasher. available for move in 09/15/2023. call now! no broker's fee parking for rent if needed video tour available upon request no undergrads",no
https://www.hotpads.com/19-winchester-st-brookline-ma-02446-skem95/pad,1,1,"quiet oasis in center of coolidge corner, brookline! for rent by owner - no realtor fee! (brokers: please, no calls or emails looking to charge prospective tenant a fee. thank you.) 1br / 1ba 722 sq ft - available 10/1. perfect for quiet person or couple. 9/7 a possibility with rent adjustment for september. enjoy beautiful views where you can see the citgo sign, know when the red sox are playing, and view part of boston's prudential skyline from your extra window in the dining area. your private balcony with an over-sized slider includes views of beacon street (watch the marathon and cheer!), sunsets, and the gorgeous greenery of winchester street and summit hill. corner unit!! larger square footage only one neighbor abutting your wall private balcony - not divided by a metal barrier with a neighbor! high floor - better views, less street noise & hall traffic! fire stairs right there. sunny side of building extra window in dining area for cross ventilation and more light crystal chandelier in dining area with dimmer extra custom built mirrored double closet in bedroom custom built unit in kitchen for more counter space and storage building features: expansive modern lobby, locked mail boxes and package areas 2 built in a/c's and 3 heating zones secure building (fob entry) 2 elevators in-ground outdoor pool (currently under repair) live-in superintendent multiple coin-operated washers and dryers in basement must have excellent credit and references. non-smoking unit/building. sorry, no pets.",no
https://www.hotpads.com/1409-commonwealth-ave-brighton-ma-02135-skncay/304/pad,studio,1,"beautifully renovated condo studio right on the b line on commonwealth avenue in professionally managed condo building. hardwood floor and granite countertops. laundry, swimming pool and extra storage in building. no smoking! good credit a must. first month rent, security deposit, and broker fee required. for showings please contact zachary h dependable real estate, inc",yes
https://www.hotpads.com/230-beacon-st-boston-ma-02116-skek6r/1/pad,studio,1,** recently updated studio in back bay on beacon st- available 8/15/23** **heat and hot water included** remodeled kitchen and bathroom with laundry in building! pets negotiable! street parking with permit only!! unbeatable location in the back bay! ** 12 month lease term only** broker fee required!,yes
https://www.hotpads.com/298-marlborough-st-boston-ma-02116-sr97xg/pad,studio,0,"parking space between fairfield and gloucester streets. available september 1st for a one year lease. send your customers by to see if their car will fit, building is clearly marked. it is the interior tandem space, and will fit a small to medium/large sized car. registration/proof of insurance required. first mo rent/one mo broker fee required.",yes
https://www.hotpads.com/3-7-walbridge-st-allston-ma-02134-236h3sy/15r/pad,studio,1,cozy studio apartment in allston. very close to boston university and the green line for easy access to boston. available for move in on 9/1/2023. hardwood flooring through out the apartment. big windows for plenty of natural lighting. heat and hot water included. laundry in the building. only 1/2 months broker fee. call now! bus: 501 cambridge st @ barrows st (0.40 mi) bus: 65 washington st @ corey rd (0.43 mi) tram: b griggs street (0.10 mi) bus: 64 n beacon st @ cambridge st (0.42 mi) bus: 66 harvard ave @ commonwealth ave (0.30 mi) bus: 57 brighton ave @ harvard ave (0.41 mi),yes
https://www.hotpads.com/47-51-worthington-st-boston-ma-02120-238qh8z/47f/pad,studio,1,cozy studio apartment in longwood. close to harvard medical school. available for move in on 9/1/2023. hardwood flooring through out the apartment. big windows for plenty of natural lighting. laundry in the building. heat and hot water included. virtual tour is available. 1 months broker fee. call now! bus: 14 centre st @ gardner st (0.55 mi) bus: 22 tremont st @ roxbury crossing station (0.43 mi) tram: e brigham circle (0.07 mi) bus: 39 huntington ave @ wigglesworth st (0.06 mi) subway: orange line roxbury crossing (0.41 mi) bus: 28 malcolm x blvd @ tremont st (0.49 mi) bus: 66 tremont st @ saint alphonsus st (0.14 mi) bus: 65 brookline ave @ deaconess rd (0.39 mi) bus: 47 longwood ave @ blackfan st (0.22 mi) bus: 19 louis prang st @ evans way (0.33 mi) tram: d longwood (0.63 mi),yes
https://www.hotpads.com/48-48a-brookline-ma-02446-207chfn/50/pad,studio,1,"recently freshened up studio available on harvard ave. the ground level unit boasts a kitchen with stove and refrigerator and a full sized bathroom. heat/hot water are included and a newly installed coin-op laundry for your convenience. location is everything here only minutes from coolidge t station, numerous green spaces, restaurants, and shops. 48 harvard ave has an excellent transit score of 72 and a very walkable walk score of 90. first, security half month and brokers fee required. no smoking no pets please call or email broker at to see our other available units please visit: com",yes
https://www.hotpads.com/5-chester-st-cambridge-ma-02140-sm27rt/2/pad,studio,1,laundry in basement broker fee applies (one month rent),yes
https://www.hotpads.com/680-winthrop-ave-revere-ma-02151-1j4xfne/2/pad,studio,1,newer fully renovated 6-unit building! modern efficient units in a convenient location! electric heating to tenants free internet water to tenants. laundry attached next door! small unit but in a great location. note: there is a one-month broker fee,yes
https://www.hotpads.com/90-joy-st-boston-ma-02114-1j4nfgc/16/pad,studio,1,"address: 70 joy st., #16, boston, ma 02114 (beacon hill) available 6/1/2023!! heat and hot water included!! right in the heart of boston!! wont last long.. beautiful 1 bedroom apartment in beacon hill with a dishwasher, granite counter tops, and an updated bathroom. laundry is available on the first floor of the building. reach out for a tour! (video tour available as well) first month's rent, security deposit, and broker fee due upfront...must have good credit if this isn't exactly what you're looking for, reach out anyways!! i've got access to hundreds of other available spaces in and around the boston/somerville/cambridge areas with the same move-in date!! i look forward to hearing from you soon...",yes
https://www.hotpads.com/94-charles-st-boston-ma-02114-srd0wy/31/pad,studio,1,"available for september for a 12 month lease - two giant closets - stainless appliances - hardwood floors - full kitchen - full stove with dishwasher and loads of counter space - built in ceiling fan - all tile bath - incredible building - right on charles and so close to boston common - no parking available - 1 month broker fee! updated studio/1 bath rental apartment located on charles street in beacon hill! the unit is located in a professionally managed building and is just steps to the mbta, haymarket, north station, and government center. hot water is included in the rent price, and there is shared laundry in the building. cats ok-dogs negotiable, no undergrad students, and no off-street parking available. please email david with any questions or to schedule a viewing of the property!",yes
https://www.hotpads.com/98-charles-st-boston-ma-02114-1j4nfpm/1/pad,studio,1,"beacon hill bright studio apartment available september 1st! - heat and hot water included - no security deposit - laundry in building gorgeous studio right on charles st. of beacon hill available september 1st. this spacious unit features hardwood floors, high ceilings, beautiful crown molding and woodwork, a decorative fireplace, and a large open floor plan! tons of natural light pours into the double paned windows in the morning. on the first floor in the rear of the building (overlooking mt. vernon sq.) with common laundry directly in the basement. very large closet with plenty of storage capacity. multiple mbta lines are just minutes away. charles river esplanade is a block away. mgh is less than three minutes away. deposits due at signing: 1st and last month's rent, 1 month broker fee, and a $400 key/cleaning deposit. floor plan and video available upon request.",yes
https://www.hotpads.com/somerville-ma-02143-skkr68/22/pad,studio,1,"8/31 laundry in building parking for rent $175 per spot per month cats only, $50/mo cat fee per cat, limit of 2 cats water, sewer, heat and hot water included *one month broker fee bus: 87 somerville ave @ loring st (0.36 mi) bus: 85 avon st @ central st (0.15 mi) bus: 83 somerville ave @ central st (0.39 mi) bus: 88 highland ave @ trull ln (0.05 mi) bus: 90 highland ave @ trull ln (0.05 mi) bus: 80 medford st @ thurston st (0.26 mi) bus: 101 broadway @ thurston st (0.53 mi)",yes
https://www.hotpads.com/somerville-ma-02143-smppen/27r/pad,studio,1,"8/31 laundry in building parking for rent $175 per spot per month cats only, $50/mo cat fee per cat, limit of 2 cats water, sewer, heat and hot water included *one month broker fee bus: 87 somerville ave @ loring st (0.36 mi) bus: 85 avon st @ central st (0.15 mi) bus: 83 somerville ave @ central st (0.39 mi) bus: 88 highland ave @ trull ln (0.05 mi) bus: 90 highland ave @ trull ln (0.05 mi) bus: 80 medford st @ thurston st (0.26 mi) bus: 101 broadway @ thurston st (0.53 mi)",yes
https://www.hotpads.com/somerville-ma-02143-usk2cf/27r/pad,studio,1,"8/31 laundry in building parking for rent $175 per spot per month cats only, $50/mo cat fee per cat, limit of 2 cats water, sewer, heat and hot water included *one month broker fee bus: 87 somerville ave @ loring st (0.36 mi) bus: 85 avon st @ central st (0.15 mi) bus: 83 somerville ave @ central st (0.39 mi) bus: 88 highland ave @ trull ln (0.05 mi) bus: 90 highland ave @ trull ln (0.05 mi) bus: 80 medford st @ thurston st (0.26 mi) bus: 101 broadway @ thurston st (0.53 mi)",yes
https://www.hotpads.com/300-commercial-st-boston-ma-02109-skeku0/412/pad,studio,1,"available september 1! welcome to the mariner! this sun-drenched apartment has it all. the glistening and polished kitchen features beautiful quartz countertops, high-end stainless steel appliances, and custom cabinetry. the tall ceilings, three large picture windows and open concept allow for natural light to flow throughout entire living and dining areas. the unit contains a large, walk-in closet, in-unit washer/dryer, and new floors throughout. the large and quiet sleeping alcove provides enough space for a queen size bed plus two end-tables. the mariner features a 24/7 concierge service, elevator, professional on-site management and a spectacular common roof deck with stunning views of harbor and skyline. located in the waterfront area, this building is just steps away from the north end, and walking distance to the financial district, seaport and mgh. sorry no pets. first, last, security, broker fee due at lease signing. $500 move in/move out fee. video tour available upon request.",yes
https://www.hotpads.com/180-telford-st-brighton-ma-02135-1sqryb2/503/pad,studio,1,"available from 9/1, this studio residence is located along the charles river with a fitness center, rowing room, club lounge, and outdoor courtyard, concierge and bike storage. you can enjoy the convenience of nearby restaurants, shops, supermarket and more. unit features include stainless appliances, quartz counter tops, hardwood floors, in unit washer and dryer. close to downtown boston, harvard square plus quick access to storrow drive and the mass pike. one garage parking included conveniently located building in the heart of the city. near lots of restaurants, shops, and grocery stores. ask about other units available in the building. there may be studios, one and 2 bedrooms available. please confirm pet policy and which utilities are included in rent. please note, it's a very competitive market so you must act fast. landlord upfront costs vary from owner to owner. expect to pay one month rent for the broker fee. i have 12 years of experience renting, selling, buying, and property managing in the city. please do not hesitate to ask about other services.",yes
https://www.hotpads.com/somerville-ma-02144-1j4vw2x/b/pad,studio,1,"charming ground-floor studio apartment conveniently situated near davis square. welcoming to pets and ready for occupancy on september 1st. just first, last and broker fee to move in. no security deposit needed.",yes
https://www.hotpads.com/99-sumner-st-boston-ma-02128-1j4rjmv/502/pad,studio,1,"conveniently located building in the heart of the city. near lots of restaurants, shops, and grocery stores. ask about other units available in the building. there may be studios, one and 2 bedrooms available. please confirm pet policy and which utilities are included in rent. please note, it's a very competitive market so you must act fast. landlord upfront costs vary from owner to owner. expect to pay one month rent for the broker fee. i have 12 years of experience renting, selling, buying, and property managing in the city. please do not hesitate to ask about other services.",yes
https://www.hotpads.com/136-140-highland-ave-somerville-ma-02143-236h3sv/22/pad,studio,1,"cozy and bright studio located in the winter hill area of somerville, this 1930's building boasts modern features with charming character. this up and coming neighborhood is just minutes from charismatic union square, porter square, and davis square. close to public transportation, retail, restaurants, and more. unit features beautiful hardwood floors throughout, hight ceilings, lots of window space with natural light, modern bathroom and updated eat-in kitchen with dishwasher. laundry on site. the building is professionally managed. cat - friendly heat/hw included in rent available 9/1-9/15 broker fee transportation bus: 87 somerville ave @ loring st (0.36 mi) bus: 85 avon st @ central st (0.15 mi) bus: 83 somerville ave @ central st (0.39 mi) bus: 90 highland ave @ trull ln (0.04 mi) bus: 80 medford st @ school st (0.27 mi) tram: e gilman square (0.26 mi) bus: 101 broadway @ thurston st (0.53 mi) for more details call or email nadya sansiveri real estate professional benjamin apartments & cityside homes benjamin apartments llc makes a good faith effort to post accurate photographs and descriptions of the apartments listed for rent, but because the information is supplied by third parties and is not independently verified, we cannot always guarantee its accuracy. rental rates, listing information and availability are subject to error and change, and listed rates may be lower than actual rates due to incentives offered by landlords. all apartments have a one month brokerage fee to be paid by renter unless otherwise noted. additionally, the apartment advertised may no longer be available for rent. benjamin apartments llc fully supports the principles of the fair housing act and the equal opportunity act.",yes
https://www.hotpads.com/276-hanover-st-boston-ma-02113-svhf14/2/pad,studio,1,"junior one bedroom @ the federal new construction at the 50 yd line of hanover street in the north end looking for new in the city.... this 20 unit building was completed in 2020. unit 7 is in the ""b"" stack must see in person. no exceptions upfront costs: first month ($2400) security ($2400) broker fee ($2400) lease start 9/1/2023 lease end 8/31/2024 the ""b"" stack offers a rear corner exposure with great sunlight and city views. city views . the junior 1 bedrooms offer a separate kitchen and sleeping/living area. the two rooms are broken up by a large bathroom and closet where the in unit laundry is located. enjoy both central air & heat, as well as tv wall mount for your convenience. this unit is on the 4th floor. no elevator in building. central air and laundry in unit very easy to show in person. showings 7 days a week i mainly cover the north end, beacon hill, back bay, downtown/fidi, seaport, south boston, charlestown & west end. please ask about all availability including off market listings. if you are looking to buy or sell please call today! please call, text, email, or dm zach barron core property group vice president instagram: @real_estate_barron zbarron @bostoncpg.com brokers: not a co-broke **",yes
https://www.hotpads.com/61-66-brookline-ave-boston-ma-02215-23a3fy5/221a/pad,studio,1,"large loft style studio. second floor. located on brookline ave. 772 sqft. great views of kenmore square, the back bay and landsdowne street. unit features high ceilings, central a/c, parquet flooring, elevators and laundry. 50% off broker fee! available september 1st, 2023. tram: e northeastern university (0.66 mi) bus: 47 park dr @ fenway station (0.31 mi) bus: 55 boylston st @ jersey st (0.18 mi) bus: 8 brookline ave opp jersey st (0.02 mi) tram: d fenway (0.31 mi) tram: c kenmore (0.22 mi) rail: framingham/worcester line lansdowne (0.07 mi) bus: 57 commonwealth ave @ blandford st (0.14 mi) tram: b blandford street (0.15 mi) bus: 1 massachusetts ave @ marlborough st (0.53 mi) bus: ct2 amesbury st @ vassar st (0.57 mi)",yes
https://www.hotpads.com/cambridge-ma-02138-skjzw8/6/pad,studio,1,large new construction studio in harvard sq. modern style with great features. fantastic sunlight and large windows. an amazing rare opportunity and special move in cost of just one month & broker fee.,yes
https://www.hotpads.com/93-marion-st-brookline-ma-02446-skf4zx/5/pad,studio,1,"small coolidge corner studio located next to a bucolic park. steps away from c line, and a short walk to trader joes or stop & shop. delectable treats at rod dee's, chilacates, shawarma king, and more are just a short walk away! sorry no pets. affiliated brokerage: concept properties broker fee: one month's rent",yes
https://www.hotpads.com/341-beacon-st-boston-ma-02116-skepf7/2b/pad,studio,1,"this gorgeous apartment is located on picturesque beacon street in the heart of back bay, just a block away from the beautiful charles river and walking distance to wonderful restaurants, mbta stops, hospitals and universities. it has high ceilings, updated kitchen with white shaker style cabinets and stainless steel appliances, a grand fireplace, gleaming hardwood floors and a build-in murphy bed. rent includes heat and hot water! central ac. elevator. professional well-maintained. looking for responsible tenants with good credit scores, nonsmokers. first month, security & broker fee. available september. 1 year lease.",yes
https://www.hotpads.com/1189-1195-boylston-st-boston-ma-02215-2393rdu/pad,studio,1,"landlord is paying 50% brokerage fee! close to berkeley school of music boston conservatory boston university new england conservatory northeastern university longwood medical area emmanuel college simmons university wentworth institute of technology new england college of optometry mbta station kenmore station, green line (b) (c) (d) available 9/1/2023 location close to kenmore square fenway park symphony hall prudential center supermarkets, restaurants, cafes, bakeries, banks, gyms and pharmacies apartment features heat and hot water are included in the rent high ceiling natural lights hardwood floor throughout laundry is in the building separate eat in kitchen",yes
https://www.hotpads.com/2-norfolk-ter-cambridge-ma-02139-tq5ytv/1/pad,studio,1,"right in the heart of central square, this homey studio apartment is the perfect place to unwind after a busy day! the generous space is full of natural light, with a good-sized kitchen equipped with stainless steel appliances and granite countertops. the great location makes it easy to commute without a car. easy access to bus routes 64, 83 & 91, and both red-line and green-line metro t stations, makes it easy to access anywhere in the greater cambridge and boston area. water, sewer, and trash are included! tenant to pay for electricity and cable/internet. move-in costs include first month's rent, security deposit, and brokerage fee. there is no application fee. section 8 welcome to apply! applications are prioritized and processed by move-in date, then by order received. up to 2 cats or small dogs allowed! (9580732)",yes
https://www.hotpads.com/29-green-st-boston-ma-02130-1j4ryt2/10/pad,studio,1,"just listed - september 1 move in date!! property features: *private porch! *gut renovated! *central a/c! *hot water included! note: there is no stove in these units. updated studio apartment on the second floor in a professionally managed building. private porch off side of unit. kitchen space slightly separated from the bedroom featuring white shaker cabinets, stainless steel appliances (a fridge, microwave, and dishwasher), and gorgeous granite countertops! large closet with installed shelving. in the unit you will find a modern fan and recessed lights! the bathroom has been completely renovated to include shower with subway tile walls, brand new vanity and large medicine cabinet. there are hardwood floors throughout the room. first month's rent ($1,750.00), security deposit ($1,750.00), realtor fee ($1,750) and $25 application fee. lease through 6/30/23 and good credit required. tenant responsible for utilities (electric, gas, and cable/internet). hot water included in rent. 1 cat okay. no dogs and no smoking allowed. shared coin-op laundry, bike storage and private storage in basement. *when inquiring about this property, please confirm your desired move in date, along with additional information about yourself(selves) including if you have any pets - thank you!*",yes
https://www.hotpads.com/265-medford-st-charlestown-ma-02129-wdrrd7/519/pad,studio,1,"exclusive pocket listing - studio+ rare warehouse brick recaptured lofts! ten minute walk to the orange line. soaring 12-14 ft ceilings with exposed brick/beams throughout. modern living with original architectural touches, industrial vibe, modern finishes...prices are 20% less than similar units in the boston area. pets are welcome. unit features: exposed brick walls, natural wood beams, high ceilings, oversized windows, shades, terrazzo flooring, quartz countertops, stainless steel appliances, washer/dryer in unit, forced heat/air, soft close kitchen cabinets/drawers. video/audio intercom system. building features: common roof deck with amazing views and grilling station, private gardens, controlled access, guest suit, elevator, garage and off-street parking available, bike and kayak storage, dry cleaning/dog walking/concierge services, gym/tennis court/exercise pool, on-site coffee shop, deli, electric car charging stations. gas, hot water, gym all included. parking spots with electric charging stations available. parking is month to month, garage $200, off-street $150-175. 24 months lease is $2300 with free internet included. for move-in:first. last, security deposit and brokers fee.",yes
https://www.hotpads.com/956-saratoga-st-east-boston-ma-02128-1j4rjfa/2/pad,studio,2,"this is flex retail space. open floorpan for you to take advantage of for your business needs. first, security and full brokers fee. please email me for more info.",yes
https://www.hotpads.com/11-allen-st-arlington-ma-02474-skg08p/3/pad,studio,1,"affordable studio! bike path to alewife! steps away from gorgeous spy pond! features small kitchenette, a beautiful front porch and a large open room enough to fit a queen bed, couch, and a desk. heat and hot water included. walk to arlington center and enjoy all the amenities, coffee shops, restaurants, and grocery stores. available now. 1 parking spot included on a lot 2 blocks away from the property. hurry it will not last! first month, security deposit and broker's fee to move-in. $75 monthly pet fee applies. renters insurance required.",yes
https://www.hotpads.com/389-harvard-st-brookline-ma-02446-skfv8r/2/pad,studio,1,giant huge garden level studio for september 1st in brookline! brand new for september 1st.. new kitchen. new bathroom. separate eat in kitchen. large open space. almost a 1 bed! will not last a must see do not miss it. one month broker's fee applies.,yes
https://www.hotpads.com/391-harvard-st-brookline-ma-02446-1zns6pt/2/pad,studio,1,giant huge garden level studio for september 1st in brookline! brand new for september 1st.. new kitchen. new bathroom. separate eat in kitchen. large open space. almost a 1 bed! will not last a must see do not miss it. one month broker's fee applies.,yes
https://www.hotpads.com/846-mass-ave-arlington-ma-02476-1u27kxn/7e/pad,studio,1,"sept 2023-- arlington pet friendly 1 bed. h/hw inc. 1 month fee spacious 1 and 2 bedrooms with tons of space and balconies perfectly located on mass ave, the property is close to everything you could need. excellent restaurants and shops in both directions down mass ave. about a half mile to arlington center which brings you straight into cambridge. or a mile and a half to arlington heights. there are parks close by, including robbins farm park, which give you spectacular views of boston. along with shannon beach and the mystic lakes, which is a great area for swimming, fishing, hiking, picnicking, even boating! you have the feel of a suburban/city living while not being cramped for space. fitness center heat, hot water, and cooking gas included pet friendly with breed restrictions off-street parking is $50/month",yes
https://www.hotpads.com/0-governor-winthrop-rd-somerville-ma-02145-23a48cw/1/pad,2,1,"old world charm located in ten hills, one of somerville's finest neighborhoods! this move-in ready 2 bedroom freshly painted apartment features hardwood floors, with an office and is in great shape. close to the #101, #104 and #105 bus routes. eat in kitchen with lots of counter space, updated kitchen/bath, pantry, dishwasher, microwave, dining room, living room, natural gum woodwork. it also comes with a free, private washer and dryer in the basement. rooms have ample closet space, and apartment has gas heat. less than one block from mystic river bike paths, parks and the boathouse. this quiet & pretty side street is close to assembly row, highways, parks, shopping the t and more! a 700 + credit score from both parties is required. combined income should equal 3x rent. one month broker fee to be paid by tenant. (owners lives upstairs) please no cats. possible move in sept 1st if painting is finished! 2 family",yes
https://www.hotpads.com/10-wensley-st-boston-ma-02120-tqxfu1/3/pad,2,1,"2 beds / 1 bath available for sept 1st, 2023. eat-in kitchen. spacious bedrooms. hardwood floors. laundry in the building. students welcome. move-in cost: first month's rent, 1-month broker fee, last month's rent and 1 month security deposit.",yes
